id_municipio,municipio,uf,cnpj_distribuidora,sigla_distribuidora
2202802,Conceição do Canindé,PI,6840748000189,EQUATORIAL PI
2202851,Coronel José Dias,PI,6840748000189,EQUATORIAL PI
2202901,Corrente,PI,6840748000189,EQUATORIAL PI
2203008,Cristalândia do Piauí,PI,6840748000189,EQUATORIAL PI
2203107,Cristino Castro,PI,6840748000189,EQUATORIAL PI
2203206,Curimatá,PI,6840748000189,EQUATORIAL PI
2203230,Currais,PI,6840748000189,EQUATORIAL PI
2203271,Curral Novo do Piauí,PI,6840748000189,EQUATORIAL PI
2203255,Curralinhos,PI,6840748000189,EQUATORIAL PI
2203305,Demerval Lobão,PI,6840748000189,EQUATORIAL PI
2203354,Dirceu Arcoverde,PI,6840748000189,EQUATORIAL PI
2203404,Dom Expedito Lopes,PI,6840748000189,EQUATORIAL PI
2203453,Dom Inocêncio,PI,6840748000189,EQUATORIAL PI
2203420,Domingos Mourão,PI,6840748000189,EQUATORIAL PI
2203503,Elesbão Veloso,PI,6840748000189,EQUATORIAL PI
2203602,Eliseu Martins,PI,6840748000189,EQUATORIAL PI
2203701,Esperantina,PI,6840748000189,EQUATORIAL PI
2203750,Fartura do Piauí,PI,6840748000189,EQUATORIAL PI
2203800,Flores do Piauí,PI,6840748000189,EQUATORIAL PI
2203859,Floresta do Piauí,PI,6840748000189,EQUATORIAL PI
2203909,Floriano,PI,6840748000189,EQUATORIAL PI
2204006,Francinópolis,PI,6840748000189,EQUATORIAL PI
2204105,Francisco Ayres,PI,6840748000189,EQUATORIAL PI
2204154,Francisco Macedo,PI,6840748000189,EQUATORIAL PI
2204204,Francisco Santos,PI,6840748000189,EQUATORIAL PI
2204303,Fronteiras,PI,6840748000189,EQUATORIAL PI
2204352,Geminiano,PI,6840748000189,EQUATORIAL PI
2204402,Gilbués,PI,6840748000189,EQUATORIAL PI
2204501,Guadalupe,PI,6840748000189,EQUATORIAL PI
2204550,Guaribas,PI,6840748000189,EQUATORIAL PI
2204600,Hugo Napoleão,PI,6840748000189,EQUATORIAL PI
2204659,Ilha Grande,PI,6840748000189,EQUATORIAL PI
2204709,Inhuma,PI,6840748000189,EQUATORIAL PI
2204808,Ipiranga do Piauí,PI,6840748000189,EQUATORIAL PI
2204907,Isaías Coelho,PI,6840748000189,EQUATORIAL PI
2205003,Itainópolis,PI,6840748000189,EQUATORIAL PI
2205102,Itaueira,PI,6840748000189,EQUATORIAL PI
2205151,Jacobina do Piauí,PI,6840748000189,EQUATORIAL PI
2205201,Jaicós,PI,6840748000189,EQUATORIAL PI
2205250,Jardim do Mulato,PI,6840748000189,EQUATORIAL PI
2205276,Jatobá do Piauí,PI,6840748000189,EQUATORIAL PI
2205300,Jerumenha,PI,6840748000189,EQUATORIAL PI
2205409,Joaquim Pires,PI,6840748000189,EQUATORIAL PI
2205458,Joca Marques,PI,6840748000189,EQUATORIAL PI
2205508,José de Freitas,PI,6840748000189,EQUATORIAL PI
2205359,João Costa,PI,6840748000189,EQUATORIAL PI
2205516,Juazeiro do Piauí,PI,6840748000189,EQUATORIAL PI
2205532,Jurema,PI,6840748000189,EQUATORIAL PI
2205524,Júlio Borges,PI,6840748000189,EQUATORIAL PI
2205557,Lagoa Alegre,PI,6840748000189,EQUATORIAL PI
2205573,Lagoa de São Francisco,PI,6840748000189,EQUATORIAL PI
2205565,Lagoa do Barro do Piauí,PI,6840748000189,EQUATORIAL PI
2205581,Lagoa do Piauí,PI,6840748000189,EQUATORIAL PI
2205599,Lagoa do Sítio,PI,6840748000189,EQUATORIAL PI
2205540,Lagoinha do Piauí,PI,6840748000189,EQUATORIAL PI
2205607,Landri Sales,PI,6840748000189,EQUATORIAL PI
2205805,Luzilândia,PI,6840748000189,EQUATORIAL PI
2205706,Luís Correia,PI,6840748000189,EQUATORIAL PI
2205854,Madeiro,PI,6840748000189,EQUATORIAL PI
2205904,Manoel Emídio,PI,6840748000189,EQUATORIAL PI
2205953,Marcolândia,PI,6840748000189,EQUATORIAL PI
2206001,Marcos Parente,PI,6840748000189,EQUATORIAL PI
2206050,Massapê do Piauí,PI,6840748000189,EQUATORIAL PI
2206100,Matias Olímpio,PI,6840748000189,EQUATORIAL PI
2206209,Miguel Alves,PI,6840748000189,EQUATORIAL PI
2206308,Miguel Leão,PI,6840748000189,EQUATORIAL PI
2206357,Milton Brandão,PI,6840748000189,EQUATORIAL PI
2206407,Monsenhor Gil,PI,6840748000189,EQUATORIAL PI
2206506,Monsenhor Hipólito,PI,6840748000189,EQUATORIAL PI
2206605,Monte Alegre do Piauí,PI,6840748000189,EQUATORIAL PI
2206654,Morro Cabeça no Tempo,PI,6840748000189,EQUATORIAL PI
2206670,Morro do Chapéu do Piauí,PI,6840748000189,EQUATORIAL PI
2206696,Murici dos Portelas,PI,6840748000189,EQUATORIAL PI
2206704,Nazaré do Piauí,PI,6840748000189,EQUATORIAL PI
2206720,Nazária,PI,6840748000189,EQUATORIAL PI
2206753,Nossa Senhora de Nazaré,PI,6840748000189,EQUATORIAL PI
2206803,Nossa Senhora dos Remédios,PI,6840748000189,EQUATORIAL PI
2207959,Nova Santa Rita,PI,6840748000189,EQUATORIAL PI
2206902,Novo Oriente do Piauí,PI,6840748000189,EQUATORIAL PI
2206951,Novo Santo Antônio,PI,6840748000189,EQUATORIAL PI
2207009,Oeiras,PI,6840748000189,EQUATORIAL PI
2207108,Olho D'Água do Piauí,PI,6840748000189,EQUATORIAL PI
2207207,Padre Marcos,PI,6840748000189,EQUATORIAL PI
2207306,Paes Landim,PI,6840748000189,EQUATORIAL PI
2207355,Pajeú do Piauí,PI,6840748000189,EQUATORIAL PI
2207405,Palmeira do Piauí,PI,6840748000189,EQUATORIAL PI
2207504,Palmeirais,PI,6840748000189,EQUATORIAL PI
2207553,Paquetá,PI,6840748000189,EQUATORIAL PI
2207603,Parnaguá,PI,6840748000189,EQUATORIAL PI
2207702,Parnaíba,PI,6840748000189,EQUATORIAL PI
2207751,Passagem Franca do Piauí,PI,6840748000189,EQUATORIAL PI
2207777,Patos do Piauí,PI,6840748000189,EQUATORIAL PI
2207793,Pau D'Arco do Piauí,PI,6840748000189,EQUATORIAL PI
2207801,Paulistana,PI,6840748000189,EQUATORIAL PI
2207850,Pavussu,PI,6840748000189,EQUATORIAL PI
2207900,Pedro II,PI,6840748000189,EQUATORIAL PI
2207934,Pedro Laurentino,PI,6840748000189,EQUATORIAL PI
2208007,Picos,PI,6840748000189,EQUATORIAL PI
2208106,Pimenteiras,PI,6840748000189,EQUATORIAL PI
2208205,Pio IX,PI,6840748000189,EQUATORIAL PI
2208304,Piracuruca,PI,6840748000189,EQUATORIAL PI
2208403,Piripiri,PI,6840748000189,EQUATORIAL PI
2208502,Porto,PI,6840748000189,EQUATORIAL PI
2208551,Porto Alegre do Piauí,PI,6840748000189,EQUATORIAL PI
2208601,Prata do Piauí,PI,6840748000189,EQUATORIAL PI
2208650,Queimada Nova,PI,6840748000189,EQUATORIAL PI
2208700,Redenção do Gurguéia,PI,6840748000189,EQUATORIAL PI
2208809,Regeneração,PI,6840748000189,EQUATORIAL PI
2208858,Riacho Frio,PI,6840748000189,EQUATORIAL PI
2208874,Ribeira do Piauí,PI,6840748000189,EQUATORIAL PI
2208908,Ribeiro Gonçalves,PI,6840748000189,EQUATORIAL PI
2209005,Rio Grande do Piauí,PI,6840748000189,EQUATORIAL PI
2209104,Santa Cruz do Piauí,PI,6840748000189,EQUATORIAL PI
2209153,Santa Cruz dos Milagres,PI,6840748000189,EQUATORIAL PI
2209203,Santa Filomena,PI,6840748000189,EQUATORIAL PI
2209302,Santa Luz,PI,6840748000189,EQUATORIAL PI
2209377,Santa Rosa do Piauí,PI,6840748000189,EQUATORIAL PI
2209351,Santana do Piauí,PI,6840748000189,EQUATORIAL PI
2209401,Santo Antônio de Lisboa,PI,6840748000189,EQUATORIAL PI
2209450,Santo Antônio dos Milagres,PI,6840748000189,EQUATORIAL PI
2209500,Santo Inácio do Piauí,PI,6840748000189,EQUATORIAL PI
2210623,Sebastião Barros,PI,6840748000189,EQUATORIAL PI
2210631,Sebastião Leal,PI,6840748000189,EQUATORIAL PI
2210656,Sigefredo Pacheco,PI,6840748000189,EQUATORIAL PI
2210805,Simplício Mendes,PI,6840748000189,EQUATORIAL PI
2210706,Simões,PI,6840748000189,EQUATORIAL PI
2210904,Socorro do Piauí,PI,6840748000189,EQUATORIAL PI
2210938,Sussuapara,PI,6840748000189,EQUATORIAL PI
2209559,São Braz do Piauí,PI,6840748000189,EQUATORIAL PI
2209658,São Francisco de Assis do Piauí,PI,6840748000189,EQUATORIAL PI
2209708,São Francisco do Piauí,PI,6840748000189,EQUATORIAL PI
2209609,São Félix do Piauí,PI,6840748000189,EQUATORIAL PI
2209757,São Gonçalo do Gurguéia,PI,6840748000189,EQUATORIAL PI
2209807,São Gonçalo do Piauí,PI,6840748000189,EQUATORIAL PI
2210052,São José do Divino,PI,6840748000189,EQUATORIAL PI
2210102,São José do Peixe,PI,6840748000189,EQUATORIAL PI
2210201,São José do Piauí,PI,6840748000189,EQUATORIAL PI
2209856,São João da Canabrava,PI,6840748000189,EQUATORIAL PI
2209872,São João da Fronteira,PI,6840748000189,EQUATORIAL PI
2209906,São João da Serra,PI,6840748000189,EQUATORIAL PI
2209955,São João da Varjota,PI,6840748000189,EQUATORIAL PI
2209971,São João do Arraial,PI,6840748000189,EQUATORIAL PI
2210003,São João do Piauí,PI,6840748000189,EQUATORIAL PI
2210300,São Julião,PI,6840748000189,EQUATORIAL PI
2210359,São Lourenço do Piauí,PI,6840748000189,EQUATORIAL PI
2210375,São Luis do Piauí,PI,6840748000189,EQUATORIAL PI
2210383,São Miguel da Baixa Grande,PI,6840748000189,EQUATORIAL PI
2210391,São Miguel do Fidalgo,PI,6840748000189,EQUATORIAL PI
2210409,São Miguel do Tapuio,PI,6840748000189,EQUATORIAL PI
2210508,São Pedro do Piauí,PI,6840748000189,EQUATORIAL PI
2210607,São Raimundo Nonato,PI,6840748000189,EQUATORIAL PI
2210953,Tamboril do Piauí,PI,6840748000189,EQUATORIAL PI
2210979,Tanque do Piauí,PI,6840748000189,EQUATORIAL PI
2211001,Teresina,PI,6840748000189,EQUATORIAL PI
2211100,União,PI,6840748000189,EQUATORIAL PI
2211209,Uruçuí,PI,6840748000189,EQUATORIAL PI
2211308,Valença do Piauí,PI,6840748000189,EQUATORIAL PI
2211506,Vera Mendes,PI,6840748000189,EQUATORIAL PI
2211605,Vila Nova do Piauí,PI,6840748000189,EQUATORIAL PI
2211357,Várzea Branca,PI,6840748000189,EQUATORIAL PI
2211407,Várzea Grande,PI,6840748000189,EQUATORIAL PI
2211704,Wall Ferraz,PI,6840748000189,EQUATORIAL PI
2200202,Água Branca,PI,6840748000189,EQUATORIAL PI
4100103,Abatiá,PR,4368898000106,COPEL-DIS
4100202,Adrianópolis,PR,4368898000106,COPEL-DIS
4100301,Agudos do Sul,PR,4368898000106,COPEL-DIS
4100400,Almirante Tamandaré,PR,4368898000106,COPEL-DIS
4100459,Altamira do Paraná,PR,4368898000106,COPEL-DIS
4100608,Alto Paraná,PR,4368898000106,COPEL-DIS
4128625,Alto Paraíso,PR,4368898000106,COPEL-DIS
4100707,Alto Piquiri,PR,4368898000106,COPEL-DIS
4100509,Altônia,PR,4368898000106,COPEL-DIS
4100806,Alvorada do Sul,PR,4368898000106,COPEL-DIS
4100905,Amaporã,PR,4368898000106,COPEL-DIS
4101002,Ampére,PR,4368898000106,COPEL-DIS
4101051,Anahy,PR,4368898000106,COPEL-DIS
4101101,Andirá,PR,4368898000106,COPEL-DIS
4101200,Antonina,PR,4368898000106,COPEL-DIS
4101309,Antônio Olinto,PR,4368898000106,COPEL-DIS
4101408,Apucarana,PR,4368898000106,COPEL-DIS
4101507,Arapongas,PR,4368898000106,COPEL-DIS
4101606,Arapoti,PR,4368898000106,COPEL-DIS
4101655,Arapuã,PR,4368898000106,COPEL-DIS
4101705,Araruna,PR,4368898000106,COPEL-DIS
4101804,Araucária,PR,4368898000106,COPEL-DIS
4101853,Ariranha do Ivaí,PR,4368898000106,COPEL-DIS
4101903,Assaí,PR,4368898000106,COPEL-DIS
4102000,Assis Chateaubriand,PR,4368898000106,COPEL-DIS
4102109,Astorga,PR,4368898000106,COPEL-DIS
4102208,Atalaia,PR,4368898000106,COPEL-DIS
4102307,Balsa Nova,PR,4368898000106,COPEL-DIS
4102406,Bandeirantes,PR,4368898000106,COPEL-DIS
4102505,Barbosa Ferraz,PR,4368898000106,COPEL-DIS
4102703,Barra do Jacaré,PR,53859112000169,CPFL JAGUARI
4102604,Barracão,PR,4368898000106,COPEL-DIS
4102752,Bela Vista da Caroba,PR,4368898000106,COPEL-DIS
4102802,Bela Vista do Paraíso,PR,4368898000106,COPEL-DIS
4102901,Bituruna,PR,4368898000106,COPEL-DIS
4103008,Boa Esperança,PR,4368898000106,COPEL-DIS
4103024,Boa Esperança do Iguaçu,PR,4368898000106,COPEL-DIS
4103040,Boa Ventura de São Roque,PR,4368898000106,COPEL-DIS
4103057,Boa Vista da Aparecida,PR,4368898000106,COPEL-DIS
4103107,Bocaiúva do Sul,PR,4368898000106,COPEL-DIS
4103156,Bom Jesus do Sul,PR,4368898000106,COPEL-DIS
4103206,Bom Sucesso,PR,4368898000106,COPEL-DIS
4103222,Bom Sucesso do Sul,PR,4368898000106,COPEL-DIS
4103305,Borrazópolis,PR,4368898000106,COPEL-DIS
4103354,Braganey,PR,4368898000106,COPEL-DIS
4103370,Brasilândia do Sul,PR,4368898000106,COPEL-DIS
4103404,Cafeara,PR,4368898000106,COPEL-DIS
4103453,Cafelândia,PR,4368898000106,COPEL-DIS
4103479,Cafezal do Sul,PR,4368898000106,COPEL-DIS
4103503,Califórnia,PR,4368898000106,COPEL-DIS
4103602,Cambará,PR,4368898000106,COPEL-DIS
4103800,Cambira,PR,4368898000106,COPEL-DIS
4103701,Cambé,PR,4368898000106,COPEL-DIS
4104006,Campina Grande do Sul,PR,4368898000106,COPEL-DIS
4103909,Campina da Lagoa,PR,4368898000106,COPEL-DIS
4103958,Campina do Simão,PR,4368898000106,COPEL-DIS
4104055,Campo Bonito,PR,4368898000106,COPEL-DIS
4104204,Campo Largo,PR,4368898000106,COPEL-DIS
4104253,Campo Magro,PR,4368898000106,COPEL-DIS
4104303,Campo Mourão,PR,4368898000106,COPEL-DIS
4104105,Campo do Tenente,PR,4368898000106,COPEL-DIS
4104428,Candói,PR,4368898000106,COPEL-DIS
4104451,Cantagalo,PR,4368898000106,COPEL-DIS
4104501,Capanema,PR,4368898000106,COPEL-DIS
4104600,Capitão Leônidas Marques,PR,4368898000106,COPEL-DIS
4104659,Carambeí,PR,4368898000106,COPEL-DIS
4104709,Carlópolis,PR,4368898000106,COPEL-DIS
4104808,Cascavel,PR,4368898000106,COPEL-DIS
4104907,Castro,PR,4368898000106,COPEL-DIS
4105003,Catanduvas,PR,4368898000106,COPEL-DIS
4105102,Centenário do Sul,PR,4368898000106,COPEL-DIS
4105201,Cerro Azul,PR,4368898000106,COPEL-DIS
4105409,Chopinzinho,PR,4368898000106,COPEL-DIS
4105508,Cianorte,PR,4368898000106,COPEL-DIS
4105607,Cidade Gaúcha,PR,4368898000106,COPEL-DIS
4105706,Clevelândia,PR,4368898000106,COPEL-DIS
4105805,Colombo,PR,4368898000106,COPEL-DIS
4105904,Colorado,PR,4368898000106,COPEL-DIS
4106001,Congonhinhas,PR,4368898000106,COPEL-DIS
4106100,Conselheiro Mairinck,PR,4368898000106,COPEL-DIS
4106209,Contenda,PR,4368898000106,COPEL-DIS
4106308,Corbélia,PR,4368898000106,COPEL-DIS
4106407,Cornélio Procópio,PR,4368898000106,COPEL-DIS
4106456,Coronel Domingos Soares,PR,4368898000106,COPEL-DIS
4106506,Coronel Vivida,PR,4368898000106,COPEL-DIS
4106555,Corumbataí do Sul,PR,4368898000106,COPEL-DIS
4106803,Cruz Machado,PR,4368898000106,COPEL-DIS
4106571,Cruzeiro do Iguaçu,PR,4368898000106,COPEL-DIS
4106605,Cruzeiro do Oeste,PR,4368898000106,COPEL-DIS
4106704,Cruzeiro do Sul,PR,4368898000106,COPEL-DIS
4106852,Cruzmaltina,PR,4368898000106,COPEL-DIS
4106902,Curitiba,PR,4368898000106,COPEL-DIS
4107009,Curiúva,PR,4368898000106,COPEL-DIS
4104402,Cândido de Abreu,PR,4368898000106,COPEL-DIS
4105300,Céu Azul,PR,4368898000106,COPEL-DIS
4107157,Diamante D'Oeste,PR,4368898000106,COPEL-DIS
4107108,Diamante do Norte,PR,4368898000106,COPEL-DIS
4107124,Diamante do Sul,PR,4368898000106,COPEL-DIS
4107207,Dois Vizinhos,PR,4368898000106,COPEL-DIS
4107256,Douradina,PR,4368898000106,COPEL-DIS
4107306,Doutor Camargo,PR,4368898000106,COPEL-DIS
4128633,Doutor Ulysses,PR,4368898000106,COPEL-DIS
4107504,Engenheiro Beltrão,PR,4368898000106,COPEL-DIS
4107538,Entre Rios do Oeste,PR,4368898000106,COPEL-DIS
4107405,Enéas Marques,PR,4368898000106,COPEL-DIS
4107520,Esperança Nova,PR,4368898000106,COPEL-DIS
4107546,Espigão Alto do Iguaçu,PR,4368898000106,COPEL-DIS
4107553,Farol,PR,4368898000106,COPEL-DIS
4107603,Faxinal,PR,4368898000106,COPEL-DIS
4107652,Fazenda Rio Grande,PR,4368898000106,COPEL-DIS
4107736,Fernandes Pinheiro,PR,4368898000106,COPEL-DIS
4107751,Figueira,PR,4368898000106,COPEL-DIS
4107850,Flor da Serra do Sul,PR,4368898000106,COPEL-DIS
4107801,Floraí,PR,4368898000106,COPEL-DIS
4107900,Floresta,PR,4368898000106,COPEL-DIS
4108007,Florestópolis,PR,4368898000106,COPEL-DIS
4108106,Flórida,PR,4368898000106,COPEL-DIS
4108205,Formosa do Oeste,PR,4368898000106,COPEL-DIS
4108304,Foz do Iguaçu,PR,4368898000106,COPEL-DIS
4108452,Foz do Jordão,PR,4368898000106,COPEL-DIS
4108320,Francisco Alves,PR,4368898000106,COPEL-DIS
4108403,Francisco Beltrão,PR,4368898000106,COPEL-DIS
4107702,Fênix,PR,4368898000106,COPEL-DIS
4108502,General Carneiro,PR,4368898000106,COPEL-DIS
4108551,Godoy Moreira,PR,4368898000106,COPEL-DIS
4108601,Goioerê,PR,4368898000106,COPEL-DIS
4108650,Goioxim,PR,4368898000106,COPEL-DIS
4108700,Grandes Rios,PR,4368898000106,COPEL-DIS
4108908,Guairaçá,PR,4368898000106,COPEL-DIS
4108957,Guamiranga,PR,4368898000106,COPEL-DIS
4109005,Guapirama,PR,4368898000106,COPEL-DIS
4109104,Guaporema,PR,4368898000106,COPEL-DIS
4109203,Guaraci,PR,4368898000106,COPEL-DIS
4109302,Guaraniaçu,PR,4368898000106,COPEL-DIS
4109401,Guarapuava,PR,77882504000107,CFLO
4109500,Guaraqueçaba,PR,4368898000106,COPEL-DIS
4109609,Guaratuba,PR,4368898000106,COPEL-DIS
4108809,Guaíra,PR,4368898000106,COPEL-DIS
4109658,Honório Serpa,PR,4368898000106,COPEL-DIS
4109708,Ibaiti,PR,4368898000106,COPEL-DIS
4109757,Ibema,PR,4368898000106,COPEL-DIS
4109807,Ibiporã,PR,4368898000106,COPEL-DIS
4109906,Icaraíma,PR,4368898000106,COPEL-DIS
4110003,Iguaraçu,PR,4368898000106,COPEL-DIS
4110052,Iguatu,PR,4368898000106,COPEL-DIS
4110078,Imbaú,PR,4368898000106,COPEL-DIS
4110102,Imbituva,PR,4368898000106,COPEL-DIS
4110300,Inajá,PR,4368898000106,COPEL-DIS
4110409,Indianópolis,PR,4368898000106,COPEL-DIS
4110201,Inácio Martins,PR,4368898000106,COPEL-DIS
4110508,Ipiranga,PR,4368898000106,COPEL-DIS
4110607,Iporã,PR,4368898000106,COPEL-DIS
4110656,Iracema do Oeste,PR,4368898000106,COPEL-DIS
4110706,Irati,PR,4368898000106,COPEL-DIS
4110805,Iretama,PR,4368898000106,COPEL-DIS
4110904,Itaguajé,PR,4368898000106,COPEL-DIS
4110953,Itaipulândia,PR,4368898000106,COPEL-DIS
4111001,Itambaracá,PR,4368898000106,COPEL-DIS
4111100,Itambé,PR,4368898000106,COPEL-DIS
4111209,Itapejara D'Oeste,PR,4368898000106,COPEL-DIS
4111258,Itaperuçu,PR,4368898000106,COPEL-DIS
4111308,Itaúna do Sul,PR,4368898000106,COPEL-DIS
4111506,Ivaiporã,PR,4368898000106,COPEL-DIS
4111605,Ivatuba,PR,4368898000106,COPEL-DIS
4111555,Ivaté,PR,4368898000106,COPEL-DIS
4111407,Ivaí,PR,4368898000106,COPEL-DIS
4111704,Jaboti,PR,4368898000106,COPEL-DIS
4111803,Jacarezinho,PR,53859112000169,CPFL JAGUARI
4111902,Jaguapitã,PR,4368898000106,COPEL-DIS
4112009,Jaguariaíva,PR,4368898000106,COPEL-DIS
4112108,Jandaia do Sul,PR,4368898000106,COPEL-DIS
4112207,Janiópolis,PR,4368898000106,COPEL-DIS
4112306,Japira,PR,4368898000106,COPEL-DIS
4112405,Japurá,PR,4368898000106,COPEL-DIS
4112504,Jardim Alegre,PR,4368898000106,COPEL-DIS
4112603,Jardim Olinda,PR,4368898000106,COPEL-DIS
4112702,Jataizinho,PR,4368898000106,COPEL-DIS
4112751,Jesuítas,PR,4368898000106,COPEL-DIS
4112801,Joaquim Távora,PR,4368898000106,COPEL-DIS
4112900,Jundiaí do Sul,PR,4368898000106,COPEL-DIS
4112959,Juranda,PR,4368898000106,COPEL-DIS
4113007,Jussara,PR,4368898000106,COPEL-DIS
4113106,Kaloré,PR,4368898000106,COPEL-DIS
4113205,Lapa,PR,4368898000106,COPEL-DIS
4113254,Laranjal,PR,4368898000106,COPEL-DIS
4113304,Laranjeiras do Sul,PR,4368898000106,COPEL-DIS
4113403,Leópolis,PR,4368898000106,COPEL-DIS
4113429,Lidianópolis,PR,4368898000106,COPEL-DIS
4113452,Lindoeste,PR,4368898000106,COPEL-DIS
4113502,Loanda,PR,4368898000106,COPEL-DIS
4113601,Lobato,PR,4368898000106,COPEL-DIS
4113700,Londrina,PR,4368898000106,COPEL-DIS
4113734,Luiziana,PR,4368898000106,COPEL-DIS
4113759,Lunardelli,PR,4368898000106,COPEL-DIS
4113809,Lupionópolis,PR,4368898000106,COPEL-DIS
4113908,Mallet,PR,4368898000106,COPEL-DIS
4114005,Mamborê,PR,4368898000106,COPEL-DIS
4114203,Mandaguari,PR,4368898000106,COPEL-DIS
4114104,Mandaguaçu,PR,4368898000106,COPEL-DIS
4114302,Mandirituba,PR,4368898000106,COPEL-DIS
4114351,Manfrinópolis,PR,4368898000106,COPEL-DIS
4114401,Mangueirinha,PR,4368898000106,COPEL-DIS
4114500,Manoel Ribas,PR,4368898000106,COPEL-DIS
4114609,Marechal Cândido Rondon,PR,4368898000106,COPEL-DIS
4114708,Maria Helena,PR,4368898000106,COPEL-DIS
4114807,Marialva,PR,4368898000106,COPEL-DIS
4115002,Marilena,PR,4368898000106,COPEL-DIS
4115101,Mariluz,PR,4368898000106,COPEL-DIS
4114906,Marilândia do Sul,PR,4368898000106,COPEL-DIS
4115200,Maringá,PR,4368898000106,COPEL-DIS
4115358,Maripá,PR,4368898000106,COPEL-DIS
4115309,Mariópolis,PR,4368898000106,COPEL-DIS
4115408,Marmeleiro,PR,4368898000106,COPEL-DIS
4115457,Marquinho,PR,4368898000106,COPEL-DIS
4115507,Marumbi,PR,4368898000106,COPEL-DIS
4115606,Matelândia,PR,4368898000106,COPEL-DIS
4115705,Matinhos,PR,4368898000106,COPEL-DIS
4115739,Mato Rico,PR,4368898000106,COPEL-DIS
4115754,Mauá da Serra,PR,4368898000106,COPEL-DIS
4115804,Medianeira,PR,4368898000106,COPEL-DIS
4115853,Mercedes,PR,4368898000106,COPEL-DIS
4115903,Mirador,PR,4368898000106,COPEL-DIS
4116000,Miraselva,PR,4368898000106,COPEL-DIS
4116059,Missal,PR,4368898000106,COPEL-DIS
4116109,Moreira Sales,PR,4368898000106,COPEL-DIS
4116208,Morretes,PR,4368898000106,COPEL-DIS
4116307,Munhoz de Melo,PR,4368898000106,COPEL-DIS
4116406,Nossa Senhora das Graças,PR,4368898000106,COPEL-DIS
4116505,Nova Aliança do Ivaí,PR,4368898000106,COPEL-DIS
4116604,Nova América da Colina,PR,4368898000106,COPEL-DIS
4116703,Nova Aurora,PR,4368898000106,COPEL-DIS
4116802,Nova Cantu,PR,4368898000106,COPEL-DIS
4116901,Nova Esperança,PR,4368898000106,COPEL-DIS
4116950,Nova Esperança do Sudoeste,PR,4368898000106,COPEL-DIS
4117008,Nova Fátima,PR,4368898000106,COPEL-DIS
4117057,Nova Laranjeiras,PR,4368898000106,COPEL-DIS
4117107,Nova Londrina,PR,4368898000106,COPEL-DIS
4117206,Nova Olímpia,PR,4368898000106,COPEL-DIS
4117255,Nova Prata do Iguaçu,PR,4368898000106,COPEL-DIS
4117214,Nova Santa Bárbara,PR,4368898000106,COPEL-DIS
4117222,Nova Santa Rosa,PR,4368898000106,COPEL-DIS
4117271,Nova Tebas,PR,4368898000106,COPEL-DIS
4117297,Novo Itacolomi,PR,4368898000106,COPEL-DIS
4117305,Ortigueira,PR,4368898000106,COPEL-DIS
4117404,Ourizona,PR,4368898000106,COPEL-DIS
4117453,Ouro Verde do Oeste,PR,4368898000106,COPEL-DIS
4117503,Paiçandu,PR,4368898000106,COPEL-DIS
4117602,Palmas,PR,4368898000106,COPEL-DIS
4117701,Palmeira,PR,4368898000106,COPEL-DIS
4117800,Palmital,PR,4368898000106,COPEL-DIS
4117909,Palotina,PR,4368898000106,COPEL-DIS
4118105,Paranacity,PR,4368898000106,COPEL-DIS
4118204,Paranaguá,PR,4368898000106,COPEL-DIS
4118303,Paranapoema,PR,4368898000106,COPEL-DIS
4118402,Paranavaí,PR,4368898000106,COPEL-DIS
4118006,Paraíso do Norte,PR,4368898000106,COPEL-DIS
4118451,Pato Bragado,PR,4368898000106,COPEL-DIS
4118501,Pato Branco,PR,4368898000106,COPEL-DIS
4118600,Paula Freitas,PR,4368898000106,COPEL-DIS
4118709,Paulo Frontin,PR,4368898000106,COPEL-DIS
4118808,Peabiru,PR,4368898000106,COPEL-DIS
4118857,Perobal,PR,4368898000106,COPEL-DIS
4119152,Pinhais,PR,4368898000106,COPEL-DIS
4119251,Pinhal de São Bento,PR,4368898000106,COPEL-DIS
4119202,Pinhalão,PR,4368898000106,COPEL-DIS
4119301,Pinhão,PR,4368898000106,COPEL-DIS
4119509,Piraquara,PR,4368898000106,COPEL-DIS
4119400,Piraí do Sul,PR,4368898000106,COPEL-DIS
4119608,Pitanga,PR,4368898000106,COPEL-DIS
4119657,Pitangueiras,PR,4368898000106,COPEL-DIS
4119103,Piên,PR,4368898000106,COPEL-DIS
4119707,Planaltina do Paraná,PR,4368898000106,COPEL-DIS
4119806,Planalto,PR,4368898000106,COPEL-DIS
4119905,Ponta Grossa,PR,4368898000106,COPEL-DIS
4119954,Pontal do Paraná,PR,4368898000106,COPEL-DIS
4120002,Porecatu,PR,4368898000106,COPEL-DIS
4120101,Porto Amazonas,PR,4368898000106,COPEL-DIS
4120150,Porto Barreiro,PR,4368898000106,COPEL-DIS
4120200,Porto Rico,PR,4368898000106,COPEL-DIS
4120309,Porto Vitória,PR,4368898000106,COPEL-DIS
4120333,Prado Ferreira,PR,4368898000106,COPEL-DIS
4120358,Pranchita,PR,4368898000106,COPEL-DIS
4120408,Presidente Castelo Branco,PR,4368898000106,COPEL-DIS
4120507,Primeiro de Maio,PR,4368898000106,COPEL-DIS
4120606,Prudentópolis,PR,4368898000106,COPEL-DIS
4118907,Pérola,PR,4368898000106,COPEL-DIS
4119004,Pérola D'Oeste,PR,4368898000106,COPEL-DIS
