campus_id,lat,lon,nome,operadora,n_predios,ano_obra_dw,status,frac_built_inicio,frac_built_fim
us-0345,41.70749562857143,-87.51999707142856,Digital Crossroad,Digital Crossroad,1,,pre_ja_construido,0.9647,1.0
us-0346,32.97218665461957,-97.15660166956522,Verizon Wireless Mew Building,,1,,pre_ja_construido,1.0,1.0
us-0347,38.76018902984105,-77.5281966262461,Amazon Web Services,Amazon Web Services,52,2019.0,datado,0.2459,0.9209
us-0348,43.05147153571429,-88.21659603571428,Pewaukee Data Center,WE Energies,1,,pre_ja_construido,1.0,1.0
us-0349,36.18297222,-115.06262694,CenturyLink,,1,,pre_ja_construido,1.0,1.0
us-0350,33.34725154995544,-111.6233514917576,EdgeConneX PHX02 Data Center,EdgeConneX,7,2024.0,datado,0.1336,0.5791
us-0351,26.18502872222222,-80.28688347777778,T-Mobile Everglades MSO Data Center,,1,,sem_leitura_dw,,1.0
us-0352,33.50062097272728,-86.82078519090909,DC Blox Data Center,,1,,sem_leitura_dw,,1.0
us-0353,35.24924248333333,-91.74094703333331,Searcy Information Technologies,City of Searcy,1,,pre_ja_construido,1.0,1.0
us-0354,40.26846760743523,-112.01675637825456,Meta,Meta,5,,nunca_cruza_limiar,0.0,0.2743
us-0355,28.29402534210526,-81.83486049999999,,,1,,sem_leitura_dw,,1.0
us-0356,36.05982297391304,-115.14720316086958,DataBank Las Vegas LAS1,DataBank,1,,pre_ja_construido,1.0,1.0
us-0357,31.972694840000003,-110.30478502,,DirecTV,1,,pre_ja_construido,1.0,1.0
us-0358,33.60007687303114,-83.69979482297009,Meta Stanton Springs Data Center,Meta,4,2021.0,datado,0.0,0.5719
us-0359,40.68542374444444,-111.88496898888889,Flexential Salt Lake City - Millcreek,Flexential,1,,pre_ja_construido,1.0,1.0
us-0360,41.17521760182753,-95.80182191111884,Google,Google,16,,nunca_cruza_limiar,0.2367,0.4587
us-0361,36.68353107305892,-78.37626780771501,,,18,,pre_ja_construido,0.6749,1.0
us-0362,34.99604457,-90.03465394,xAI Macrohard Colossus 2,xAI,2,,nunca_cruza_limiar,0.0,0.4583
us-0363,38.7861243117647,-104.7884480117647,T5@Colorado Springs,,1,,pre_periodo_curto,0.0,1.0
us-0364,28.0738064,-82.36827927272726,Flexential Tampa - North,Flexential,1,,sem_leitura_dw,,0.9506
us-0365,41.05233596060606,-73.97203474242424,,,1,,pre_ja_construido,0.7916,1.0
us-0366,40.72631092857143,-99.03839377142856,Compute North,,1,2020.0,datado,0.0,0.9185
us-0367,33.7307859,-84.61395945000001,Flexential Atlanta - Douglasville 2,Flexential,2,,sem_leitura_dw,,0.9643
us-0368,43.08209825,-79.030824075,,US Bitcoin,1,,pre_ja_construido,1.0,1.0
us-0369,39.51142000977778,-119.48236205022222,Tahoe Reno 5,Switch,5,2024.0,datado,0.1971,0.6664
us-0370,40.76685231111111,-111.92021687777778,Flexential Salt Lake City - Fair Park,Flexential,1,,pre_ja_construido,1.0,1.0
us-0371,45.903290405,-119.320646135,Amazon Web Services,Amazon Web Services,4,2020.0,datado,0.0,1.0
us-0372,33.46277583529411,-111.99704978823527,QTS,Quality Technology Services,2,2023.0,datado,0.0,0.6559
us-0373,40.5114915,-111.88828162,FiberState Datacenter,,1,,pre_ja_construido,1.0,1.0
us-0374,38.81056446,-89.94869856,,,1,,pre_ja_construido,1.0,1.0
us-0375,39.13356334444445,-76.85168623333334,,,1,2022.0,datado,0.0,1.0
us-0376,41.70708341111112,-87.97596503333334,Datacenter (386),UChicago Argonne LLC,1,,pre_ja_construido,1.0,1.0
us-0377,41.98813491910401,-88.00677872569,NTT Chicago CH4,NTT,4,2021.0,datado,0.0,0.8153
us-0378,44.87717157142857,-91.91997491428572,,West Wisconsin Telcom,1,,pre_ja_construido,1.0,1.0
us-0379,34.848032455726496,-86.62699655094018,Meta Huntsville Data center,Meta,5,,sem_leitura_dw,,0.5372
us-0380,41.53344412,-93.8639144,Microsoft,Microsoft,4,,nunca_cruza_limiar,0.0,0.2256
us-0381,40.15222215,-75.477317025,Flexential Philadelphia - Collegeville,Flexential,1,,pre_ja_construido,1.0,1.0
us-0382,39.3224595133987,-94.59645769509804,Meta Data Center,Meta,2,2024.0,datado,0.0,0.7151
us-0383,40.2084877,-74.11911758,,,1,,pre_ja_construido,0.6732,1.0
us-0384,40.12957704666667,-74.0427841,Manasquan Cable Landing Station (TAT-14),Sprint,1,,pre_ja_construido,1.0,1.0
us-0385,40.23925757692307,-74.31943516923077,Verizon Freehold Data Center,Verizon,1,,pre_ja_construido,1.0,1.0
us-0386,41.14197015,-104.71677781,,,2,2023.0,datado,0.0,0.5
us-0387,41.667207887908496,-93.45580744346404,Lightedge Des Moines 1,,2,,pre_ja_construido,1.0,1.0
us-0388,41.041059,-80.63277311111112,Carrier Services Group,,1,,pre_ja_construido,0.97,1.0
us-0389,35.95106091666667,-86.83339996666666,Flexential Nashville - Cool Springs,Flexential,1,,sem_leitura_dw,1.0,1.0
us-0390,43.6383354,-89.72141274,,,1,,nunca_cruza_limiar,0.0,0.0
us-0391,36.409570662803645,-86.36886665642712,Meta Gallatin Data Center,Meta,4,2021.0,datado,0.0,0.4507
us-0392,30.215645284210524,-97.61908045263158,Cortex supercomputer,,1,2022.0,datado,0.0,0.7302
us-0393,32.65112849090909,-97.31976920909092,Novartis,,1,,sem_leitura_dw,1.0,1.0
us-0394,32.30958356363636,-106.72918843636364,,CenturyLink,1,,pre_ja_construido,1.0,1.0
us-0395,36.22194040909091,-115.1469792090909,Verizon North Las Vegas,Verizon,1,,pre_ja_construido,1.0,1.0
us-0396,41.36110554615384,-81.63275210769231,Involta Independence,,1,,pre_ja_construido,1.0,1.0
us-0397,41.036951244444445,-73.98452636296297,Databank LGA3,Databank,3,,pre_ja_construido,0.9964,0.9995
us-0398,40.04939498353114,-83.17597844926007,Amazon Web Services,Amazon Web Services,5,2024.0,datado,0.0,0.5875
us-0399,39.85050348333333,-82.99511251190476,"Google Lockbourne, OH",Google,2,,nunca_cruza_limiar,0.0,0.4657
us-0400,45.92032670672528,-119.22877473101563,Amazon Web Services,Amazon Web Services,5,2022.0,datado,0.0,1.0
us-0401,39.72422115714286,-82.68986824999999,Google,Google,2,2023.0,datado,0.0,0.915
us-0402,37.36308513076924,-87.54736521538462,Dynamics Mining,,1,,pre_ja_construido,0.9919,0.9842
us-0403,41.182608040000005,-104.0685146,Windbreak Cable,,1,,pre_ja_construido,1.0,1.0
us-0404,41.05730333870968,-81.52209481612904,Involta-Akron,,1,,pre_ja_construido,1.0,1.0
us-0405,38.80186612857143,-77.62146329047619,Amazon Web Services,Amazon Web Services,3,2023.0,datado,0.0,0.9913
us-0406,40.11448212837607,-83.20267036728657,Amazon Web Services,Amazon Web Services,13,2023.0,datado,0.1429,0.6695
us-0407,45.881494630769225,-119.34101595128205,Amazon Web Services,Amazon Web Services,3,2024.0,datado,0.0,1.0
us-0408,45.81932677346154,-119.63426083935896,Amazon Web Services,Amazon Web Services,4,2024.0,datado,0.0,1.0
us-0409,34.10366414285714,-84.21498288571429,UPS Data Center,,1,,pre_ja_construido,1.0,0.4662
us-0410,41.4424110625,-81.80269482067857,T5@Cleveland,T5 Data Centers,2,,pre_ja_construido,1.0,1.0
us-0411,37.665150454545454,-121.0400459181818,Modesto Junior College West Data Center,Yosemite Community College District,1,,pre_ja_construido,1.0,1.0
us-0412,29.68641144,-98.46264824,GVTC,GVTC,1,,pre_ja_construido,1.0,1.0
us-0413,32.34234243666666,-97.73128831666666,MARA Data Center,Marathon Digital Holdings,1,,pre_ja_construido,0.624,0.3148
us-0414,41.6678382,-86.47308937777777,Amazon AWS Data Center,,1,,nunca_cruza_limiar,0.0,0.1534
us-0415,46.827438823076925,-92.13057315384616,Ark Duluth Data Center,,1,,sem_leitura_dw,,1.0
us-0416,35.329662422727274,-80.76569857727272,Flexential Charlotte - North,Flexential,1,,pre_ja_construido,1.0,1.0
us-0417,29.58026748888889,-98.54117011111111,,HEB,1,,pre_ja_construido,1.0,1.0
us-0418,41.889370280952384,-88.72657512222223,,Meta,3,2023.0,datado,0.0,0.9845
us-0419,41.61692822,-93.92481032,Apple,Apple,1,2023.0,datado,0.1328,0.8547
us-0420,40.22458408285714,-83.04561157142857,,,1,,pre_ja_construido,0.605,0.5722
us-0421,33.67460683809524,-78.94355761428571,DC BLOX Myrtle Beach Cable Landing Station,,1,2023.0,datado,0.0,1.0
us-0422,41.08341833515152,-76.14854126242425,Amazon AWS PHL,Amazon Web Services,3,2022.0,datado,0.0,1.0
us-0423,45.143567735714285,-93.38707566428572,DataBank,,1,2021.0,datado,0.0,1.0
us-0424,39.38585393333333,-84.56685961111111,CyrusOne Cincinnati-Hamilton CIN4,CyrusOne,1,,pre_ja_construido,0.8055,0.6823
us-0425,44.77526015384616,-122.61592250769232,PTC,Stayton Cooperative Telephone Company,1,,pre_ja_construido,1.0,1.0
us-0426,39.74406206,-93.99736606,CenturyLink,,1,,pre_ja_construido,1.0,1.0
us-0427,33.35361864285714,-111.67801824285714,,,1,2024.0,datado,0.0,0.9086
us-0428,41.06306587,-104.78384219555556,,,4,,nunca_cruza_limiar,0.0,0.3826
us-0429,36.16864874,-115.14313538,Flexential Las Vegas - Downtown,Flexential,1,,pre_ja_construido,1.0,1.0
us-0430,38.73771630769231,-77.82618737472528,,,2,2020.0,datado,0.0,1.0
us-0431,35.05993547894737,-90.15640507894736,xAI Colossus,xAI,1,,pre_ja_construido,0.5538,0.6195
us-0432,40.01981661558608,-83.12484785089134,Amazon Web Services,Amazon Web Services,4,,nunca_cruza_limiar,0.0,0.3827
us-0433,45.81020789128205,-119.2706619251282,Amazon Web Services,Amazon Web Services,5,2024.0,datado,0.0,0.5833
us-0434,35.56826228,-95.51249984,,,1,2022.0,datado,0.0,0.9998
us-0435,45.13208556153847,-93.09573267692306,Encompass Minneapolis Facility,Encompass,1,,pre_ja_construido,1.0,0.9982
us-0436,44.18927922,-105.61042646,,,1,2023.0,datado,0.0,1.0
us-0437,46.40688302,-105.82075224999998,State of Montana Data Center,State of Montana,1,,pre_ja_construido,1.0,1.0
us-0438,41.342176071428575,-96.08855075238095,Google,Google,3,2024.0,datado,0.0,0.6667
us-0439,46.013168882,-98.572995152,,,10,2023.0,datado,0.0,1.0
us-0440,32.595483258461535,-90.0948074553846,,,5,,nunca_cruza_limiar,0.0,0.0
us-0441,29.45095185925926,-98.71452157407408,,,3,,nunca_cruza_limiar,0.0271,0.184
us-0442,32.5498861,-97.07513298,Alinged Data Center DFW-03,"Aligned Data Centers, LLC",1,,nunca_cruza_limiar,0.0,0.0
us-0443,38.7840440989916,-77.58515116802401,Amazon Web Services,Amazon Web Services,7,2023.0,datado,0.1832,0.9715
us-0444,44.73503876285714,-93.06351008857143,,,2,,nunca_cruza_limiar,0.0,0.0
us-0445,43.46352768,-116.27028604,,,2,2024.0,datado,0.0,0.523
us-0446,37.60016112857143,-82.67879794285714,East Kentucky Network Datacenter,,1,2021.0,datado,0.0,1.0
us-0447,31.19419938,-94.79665452,,,1,,nunca_cruza_limiar,0.0,0.1915
us-0448,36.3271121,-88.31997106,Newrays Two LLC Mining,,1,2023.0,datado,0.0,0.9975
us-0449,29.292933566666665,-98.39157461111112,Amazon AWS SAT - 12807 Donop,Amazon Web Services,1,2023.0,datado,0.0,0.8051
us-0450,31.13079164273504,-97.37086368119658,,,2,,nunca_cruza_limiar,0.0194,0.0
us-0451,41.69019667301588,-86.46932403492065,,,7,2024.0,datado,0.0276,1.0
us-0452,32.500160675784315,-99.78397161215686,,,40,,nunca_cruza_limiar,0.0,0.0002
us-0453,33.45609047474748,-84.52488218358586,QTS,Quality Technology Services,4,2024.0,datado,0.0,0.581
us-0454,41.07727653333333,-104.82501176111111,,,2,,nunca_cruza_limiar,0.0,0.0
us-0455,36.28201283333333,-86.79735926666666,Verizon Wireless,,1,,pre_ja_construido,0.8863,0.9751
us-0456,33.77721946666667,-100.86896975,Argo Data Center,,1,,nunca_cruza_limiar,0.0,0.1497
us-0457,30.488282822222217,-97.67263736666666,Switch: The Rock,Switch,1,2024.0,datado,0.0529,0.8594
us-0458,37.27841618,-98.58846628,,SC,1,,pre_ja_construido,1.0,1.0
us-0459,31.05757893636364,-97.29843771818182,,,1,2024.0,datado,0.0,0.7442
us-0460,45.51478964444445,-123.07899145555557,Crane DC - Portland,Crane Data Centers Inc.,1,,nunca_cruza_limiar,0.0,0.0
us-0461,45.710377505,-119.82396429083336,Percheron DC,Rowan Green Data LLC,4,,nunca_cruza_limiar,0.0,0.0
us-0462,44.8928702,-74.07259826111111,NYGC Chateaugay,2CRSi,1,,pre_ja_construido,0.6052,0.6435
us-0463,31.750019314285712,-106.30999605714284,MDC,,1,,pre_ja_construido,1.0,1.0
us-0464,45.80970091666666,-119.858944175,,amazon web services,1,,nunca_cruza_limiar,0.0,0.0
us-0465,32.41192874957265,-90.19009982307692,Amazon Web Services,Amazon Web Services,4,,nunca_cruza_limiar,0.0,0.0
us-0466,31.53304805,-103.803999975,,,4,,nunca_cruza_limiar,0.0,0.0798
us-0467,32.38041974,-106.48109962,Information Systems Facility,WSMR,1,,pre_ja_construido,1.0,1.0
us-0468,42.99723374,-77.64583354,"Landmax Data Systems, Inc",,1,,pre_ja_construido,1.0,1.0
us-0469,29.427999693333334,-98.87705336,Microsoft SAT 82,Microsoft,3,,nunca_cruza_limiar,0.0,0.2023
us-0470,46.9400122,-67.90563089999999,Datacenter,,1,,pre_ja_construido,1.0,1.0
us-0471,29.945126028571423,-95.4242379,Data Foundry,,1,,pre_ja_construido,1.0,0.9023
us-0472,31.51379328,-103.44903831,,,2,,nunca_cruza_limiar,0.0,0.1051
us-0473,41.271561369875,-79.81340957775,,,32,,sem_leitura_dw,0.0,0.9794
us-0474,44.9794005375,-93.226410975,Advanced Operations Center,University of Minnesota,1,,pre_ja_construido,1.0,1.0
us-0475,41.993196925,-86.098765645,,,1,,pre_ja_construido,1.0,1.0
us-0476,48.14616628571429,-103.77328354285714,Atlas Powr Williston Datacenter,Atlas Power Holdings (ND) LLC,1,2023.0,datado,0.0,0.8373
us-0477,31.10350864636364,-103.23834537636364,,,2,,nunca_cruza_limiar,0.0,0.2176
us-0478,40.043962075,-74.28052857499999,,,2,,nunca_cruza_limiar,0.0002,0.004
us-0479,42.98763122,-72.55175704000001,,The Putney School,1,,nunca_cruza_limiar,0.0,0.0
us-0480,39.427548952,-75.016916172,DataOne Vineland,Nebius,1,,nunca_cruza_limiar,0.0024,0.0123
us-0481,32.899167899999995,-97.38867268,,CyrusOne,1,,nunca_cruza_limiar,0.0,0.0
us-0482,41.59910536153846,-73.88217093076923,,CyrusOne,1,,pre_ja_construido,1.0,1.0
