nome_datacenter;operadora;latitude;longitude;status;stage;tipo_listagem;tipo_capacidade;tags;link_datacenter;mw_construido;mw_referenciado;whitespace_construido_m;whitespace_referenciado_m;ano_operacional;tipo_construcao;tipo_ocupacao;carga_piso_max_kg_m;redundancia_refrigeracao;cctv;controle_acesso_cartao;biometria;tier_projetado;tier_certificado;pci_dss;iso9001;iso14001;iso22301;iso27001;iso45001;iso50001;soc1;soc2;soc3;colo_suites;colo_cages;colo_cabinets;colo_partial_cabinets;colo_shared_rackspace;colo_footprints;colo_remote_hands;colo_build_to_suit;cloud_gpu;cloud_managed;cloud_baremetal;cloud_public_cloud;qtd_ixps;qtd_clouds;qtd_redes_presentes;qtd_provedores_rede;qtd_provedores_servico;codigo_site;peeringdb_id;cache_overview_status;cache_specs_status;endereco_corrigido;municipio_corrigido;estado_corrigido;pais_corrigido;cep_corrigido;status_geocode
EVO-CTA-01;Grupo EVO;-25.4702121;-49.3513786;1;2;Facility;Colocation;AI-Ready;https://www.datacentermap.com/brazil/curitiba/evo-cta-01/;;;;;2025.0;Retrofitted;Sole-tenant;;N;1.0;1.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;R. Álvaro Maravalhas, 610 - Cidade Industrial de Curitiba, Curitiba - PR, 81270-750, Brazil;Curitiba;PR;Brazil;81270-750;OK
FERENZ NETWORKS SERVIÇOS DE INTERNET LTDA;Ferenz Networks;-26.968319;-52.5254562;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/xaxim/ferenz-networks/;;;450.0;450.0;;Purpose-built;Sole-tenant;;N+1;1.0;;1.0;1.0;;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;0.0;0.0;;0.0;0.0;1.0;1.0;0;0;5;0;0;;6871.0;ok;ok;R. Valêncio Mamédio, 11 - Germânico, Xaxim - SC, 89825-000, Brazil;Xaxim;SC;Brazil;89825-000;OK
Cirion RIO1;Cirion;-22.9049983;-43.2179064;1;2;Facility;Colocation;Carrier Neutral, Hyperscale-Ready;https://www.datacentermap.com/brazil/rio-de-janeiro/gblx-rio/;20.0;20.0;5112.0;5112.0;2001.0;Retrofitted;Sole-tenant;;N+1;1.0;1.0;1.0;3.0;;2.0;1.0;;1.0;1.0;;;;;;;;;;;;;;;;;;0;0;121;1;2;RIO1;1374.0;bloqueado;ok;Av. Pedro II, 379 - Imperial de São Cristóvão, Rio de Janeiro - RJ, 20941-070, Brazil;Rio de Janeiro;RJ;Brazil;20941-070;OK
GetTI Data Center;GetCard Provedora de Transações Eletrônicas;-23.4179188;-51.9354338;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/maringa/getcard-data-center/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;1;0;;4057.0;bloqueado;ok;Av. Advogado Horácio Raccanello Filho, 5570 - Zona 07, Maringá - PR, 87020-035, Brazil;Maringá;PR;Brazil;87020-035;OK
GOX DATA CENTER LTDA;GOX DATA CENTER LTDA;-20.070645;-44.5765583;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/itauna/gox-dc/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;R. Zezé Lima, 118 - Centro, Itaúna - MG, 35680-045, Brazil;Itaúna;MG;Brazil;35680-045;OK
Vivo Curitiba Data Center;Vivo;-25.453427;-49.253815;1;2;Facility;Colocation;AI-Ready;https://www.datacentermap.com/brazil/curitiba/gvt-curitiba/;;;200.0;200.0;2011.0;Retrofitted;Sole-tenant;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;;;bloqueado;ok;R. Iapó, 1408 - Rebouças, Curitiba - PR, 80215-223, Brazil;Curitiba;PR;Brazil;80215-223;OK
Vivo Rio de Janeiro Data Center;Vivo;-22.9032603;-43.2044208;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/rio-de-janeiro/gvt-rio-de-janeiro/;;;200.0;200.0;2011.0;Retrofitted;Sole-tenant;;;;;;3.0;;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;0.0;1.0;1.0;0;0;0;1;0;;;ok;ok;R. Sara, 114 - Santo Cristo, Rio de Janeiro - RJ, 20220-090, Brazil;Rio de Janeiro;RJ;Brazil;20220-090;OK
Vivo São Paulo - Guarulhos Data Center;Vivo;-23.456573;-46.537871;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/gvt-sao-paulo/;;;200.0;200.0;2011.0;Retrofitted;Sole-tenant;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2;0;;;bloqueado;ok;Av. Dr. Timóteo Penteado, 960 - Vila Progresso, Guarulhos - SP, 07094-000, Brazil;Guarulhos;SP;Brazil;07094-000;OK
Hasest SIA;Hasest;-15.7980495;-47.9500677;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/brasilia/hasest-sia/;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;0.0;1.0;;0.0;1.0;1.0;1.0;0;0;0;0;0;;;ok;ok;SIA Trecho 5, 2882 - Plano Piloto, Brasília - DF, 71205-050, Brazil;Brasília;DF;Brazil;71205-050;OK
HEXAM2;HEXAM2;-22.91009621308617;-43.20449709892273;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/rio-de-janeiro/hexam2/;;;;;2013.0;Purpose-built;Multi-tenant (data centers only);;;;;;2.0;2.0;;;;;;;;;;;0.0;1.0;1.0;1.0;1.0;1.0;1.0;;;0.0;1.0;1.0;0;0;0;0;0;;;ok;ok;Av. Pres. Vargas, 3131/604 - Centro, Rio de Janeiro - RJ, 20210-030, Brazil;Rio de Janeiro;RJ;Brazil;20210-030;OK
HostDime Brazil (João Pessoa);HostDime Global Corp;-7.115262;-34.880473;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/joao-pessoa/hostdime-brazil/;1.5;1.5;1858.0;1858.0;2017.0;;;;;1.0;1.0;1.0;3.0;3.0;;;;;;;;;;;;;;;;;;;;;;;0;0;11;0;1;;5210.0;bloqueado;ok;R. Dep. Odon Bezerra, 148 - Tambiá, João Pessoa - PB, 58020-500, Brazil;João Pessoa;PB;Brazil;58020-500;OK
HostDime Brazil (São Paulo);HostDime Global Corp;-23.5979056;-46.8488169;1;2;Facility;Colocation;Carrier Neutral;https://www.datacentermap.com/brazil/sao-paulo/hostdime-so-paulo/;5.9;5.9;2323.0;2323.0;2013.0;;Multi-tenant (data centers only);;N+1;1.0;1.0;1.0;3.0;3.0;1.0;;;;1.0;;;2.0;2.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;0.0;0.0;1.0;1.0;0;0;0;0;0;;;ok;ok;Av. Eid Mansur, 666 - Vila Santo Antonio de Carapicuiba, Cotia - SP, 06708-070, Brazil;Cotia;SP;Brazil;06708-070;OK
Hostweb Fortaleza;Hostweb;-3.781561141089867;-38.55193468110386;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/fortaleza/hostweb-fortaleza/;;;;;;;;;;;;;3.0;;;;;;1.0;;;;;;;;;;;;;;;;;;0;0;2;0;0;;8277.0;bloqueado;ok;R. Dr. Justa Araújo, 631 - Serrinha, Fortaleza - CE, 60741-025, Brazil;Fortaleza;CE;Brazil;60741-025;OK
Hostzone CGE1;Hostzone;-7.2280191;-35.8828993;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/campina-grande/hostzone-cge1/;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;1.0;1.0;1.0;0.0;1.0;;0.0;0.0;1.0;1.0;0;0;2;1;0;;14059.0;ok;ok;R. Paulo de Frontin, 505c - Centro, Campina Grande - PB, 58400-310, Brazil;Campina Grande;PB;Brazil;58400-310;OK
HOTlink Internet Data Center;hotlink internet ltda;-8.055152;-34.9105355;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/recife/hotlink-internet/;;;;;;Purpose-built;Sole-tenant;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;2;0;0;;10656.0;bloqueado;ok;R. Manuel Bezerra, 175 - Madalena, Recife - PE, 50610-250, Brazil;Recife;PE;Brazil;50610-250;OK
Hunti CTA1;Hunti Data;-25.4598581;-49.2889804;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/curitiba/hunti-cta1/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;Av. Rep. Argentina, 1505 - Água Verde, Curitiba - PR, 80620-010, Brazil;Curitiba;PR;Brazil;80620-010;OK
IDC Centro;Reitec Fibra;-15.7978188;-47.8949725;1;2;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/brasilia/idc-centro/;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;0.0;1.0;1.0;1.0;0;0;0;0;0;;;ok;ok;BL O Novo Centro Multiempresarial - SRTVS Qd, 701 - Asa Sul, Brasília - DF, 70340-000, Brazil;Brasília;DF;Brazil;70340-000;OK
IDX Data Centers & IT Services;IDX Data Centers & IT Services;-10.1875328;-48.340776;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/palmas/idx-data-centers-it-services/;1.2;1.2;250.0;250.0;2022.0;Purpose-built;Multi-tenant (mixed use);;N+1;1.0;1.0;1.0;3.0;;;1.0;;;1.0;;;;;;;;;;;;;;;;;;0;0;5;0;0;;13806.0;bloqueado;ok;Q. 103 Sul Rua SO 5, 274 - Plano Diretor Sul, Palmas - TO, 77015-018, Brazil;Palmas;TO;Brazil;77015-018;OK
IPXON Fortaleza;IPXON Networks;-3.8308368;-38.6112238;1;2;Facility;Colocation;Carrier Neutral;https://www.datacentermap.com/brazil/fortaleza/ipxon-fortaleza/;27.0;27.0;1900.0;1900.0;2021.0;Purpose-built;Multi-tenant (data centers only);;2N+2;1.0;;1.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;R. Dez, 117 - Senador José Afonso Sancho, Maracanaú - CE, 60730-190, Brazil;Maracanaú;CE;Brazil;60730-190;OK
IPXON Rio de Janeiro;IPXON Networks;-22.8059797;-43.3480982;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/rio-de-janeiro/ipxon-rio-de-janeiro/;10.0;10.0;;;2021.0;Retrofitted;Multi-tenant (data centers only);;N+1;1.0;;;3.0;;;;;;;;;;;;0.0;0.0;1.0;1.0;1.0;0.0;1.0;;0.0;1.0;0.0;0.0;0;0;0;0;0;;;ok;ok;R. Nova, 215 - Parque Juriti, São João de Meriti - RJ, 25585-055, Brazil;São João de Meriti;RJ;Brazil;25585-055;OK
IPXON Sao Paulo;IPXON Networks;-23.4920457;-46.7760135;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/ipxon-sao-paulo/;12.0;12.0;;;2021.0;Retrofitted;Multi-tenant (data centers only);;N+2;1.0;;1.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;GRU1;;bloqueado;ok;Av. Roberto Pinto Sobrinho, 350 - Vila Menck, Osasco - SP, 06276-125, Brazil;Osasco;SP;Brazil;06276-125;OK
KingHost Data Center;KingHost;-30.0175841;-51.1971931;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/porto-alegre/kinghost/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;Av. Benjamin Constant, 1840 - São João, Porto Alegre - RS, 90550-002, Brazil;Porto Alegre;RS;Brazil;90550-002;OK
Kyndryl Hortolandia;Kyndryl;-22.90004171218494;-47.20120587899308;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/kyndryl-dc-hortolandia/;2.966;2.966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;BRMM;;bloqueado;ok;Rod. Jorn. Francisco A Proenca, 638 - Rp 2-7, Hortolândia - SP, 13188-129, Brazil;Hortolândia;SP;Brazil;13188-129;OK
Local DC Campinas;Local DC;-22.9050824;-47.0613327;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/campinas/local-dc-campinas/;12.0;12.0;10000.0;10000.0;2026.0;Retrofitted;Multi-tenant (data centers only);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;R. Guilherme Klavin, 99 - Jardim Marajoara, Nova Odessa - SP, 13380-412, Brazil;Nova Odessa;SP;Brazil;13380-412;OK
Lumen Fortaleza;Lumen;-3.7418705;-38.4537917;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/fortaleza/lumen-fortaleza/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;;15909.0;bloqueado;ok;Av. Dioguinho, 2950 - Vicente Pinzón, Fortaleza - CE, 60182-001, Brazil;Fortaleza;CE;Brazil;60182-001;OK
Cirion SAO1;Cirion;-23.5979329;-46.848808;1;2;Facility;Colocation;Carrier Neutral, Hyperscale-Ready;https://www.datacentermap.com/brazil/sao-paulo/lumen-parque-sao-georgia/;20.0;20.0;9826.0;9826.0;;;Multi-tenant (data centers only);;N+1;1.0;1.0;1.0;3.0;3.0;1.0;1.0;;1.0;1.0;1.0;;;;;1.0;1.0;1.0;1.0;0.0;0.0;1.0;;0.0;1.0;1.0;1.0;0;0;0;1;1;SAO1;4490.0;ok;ok;Av. Eid Mansur, 666 - Vila Santo Antonio de Carapicuiba, Cotia - SP, 06708-070, Brazil;Cotia;SP;Brazil;06708-070;OK
Maila Networks DC1;Maila Networks;-30.0283916;-51.2297492;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/porto-alegre/maila-networks-dc1/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;11201.0;bloqueado;ok;R. Siqueira Campos, 1205 - Centro Histórico, Porto Alegre - RS, 90010-001, Brazil;Porto Alegre;RS;Brazil;90010-001;OK
Maila Networks - DC2;Maila Networks;-30.0121095;-51.1432885;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/porto-alegre/maila-networks-dc2/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;0;0;;15692.0;bloqueado;ok;R. Gomes de Freitas, 216 - Jardim Itu, Porto Alegre - RS, 91380-390, Brazil;Porto Alegre;RS;Brazil;91380-390;OK
Master da Web;Master da Web;-19.9408887;-43.9240841;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/belo-horizonte/master-da-web/;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;1.0;1.0;1.0;0.0;1.0;;1.0;1.0;1.0;1.0;0;0;0;0;0;;;ok;ok;R. Pirapetinga, 196 - Serra, Belo Horizonte - MG, 30220-150, Brazil;Belo Horizonte;MG;Brazil;30220-150;OK
SBA Edge Sao Paulo;SBA Edge;-23.6465586;-46.7175713;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/matrix/;2.0;2.0;1600.0;1600.0;2001.0;Retrofitted;Sole-tenant;;;;;;3.0;;1.0;;;;1.0;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;0.0;0.0;1.0;1.0;0;0;26;2;0;;4162.0;ok;ok;R. José Abrantes, 186 - Santo Amaro, São Paulo - SP, 04756-010, Brazil;São Paulo;SP;Brazil;04756-010;OK
Latitude.sh SAO;Latitude.sh;-23.5799648;-46.6410651;1;2;Facility;Neocloud;;https://www.datacentermap.com/brazil/sao-paulo/maxihost/;1.0;1.0;400.0;400.0;2016.0;Purpose-built;Sole-tenant;;;;;;3.0;3.0;;;;;;;;;;;0.0;0.0;1.0;1.0;1.0;0.0;1.0;;0.0;0.0;1.0;1.0;0;0;0;2;0;;;ok;ok;Rua Dr. Eduardo Martinelli, 84 - Vila Mariana, São Paulo - SP, 04013-050, Brazil;São Paulo;SP;Brazil;04013-050;OK
Microsoft Hortolandia;Microsoft;-22.8453232;-47.2355628;1;1;Facility;Hyperscaler;;https://www.datacentermap.com/brazil/sao-paulo/microsoft-hortolandia/;;;;;;Purpose-built;Sole-tenant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;ok;ok;5Q37+VQ Hortolândia, São Paulo, Brazil;Hortolândia;SP;Brazil;;OK
Microsoft Sao Paulo;Microsoft;-23.4841697;-46.7142191;1;2;Facility;Hyperscaler;;https://www.datacentermap.com/brazil/sao-paulo/microsoft-sao-paulo/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;ok;ok;R. Santa Teresa de Ávila, 66 - Jardim Sao Jose, São Paulo - SP, 02970-020, Brazil;São Paulo;SP;Brazil;02970-020;OK
Microsoft Taquara Branca;Microsoft;-22.8787486;-47.2446609;1;1;Facility;Hyperscaler;;https://www.datacentermap.com/brazil/sao-paulo/microsoft-taquara-branca/;;;;;;Purpose-built;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;ok;ok;4QC3+CX - Jardim Amanda I, Hortolândia - São Paulo, Brazil;Hortolândia;SP;Brazil;;OK
MiniDC MCR1;MiniDC by tryideas;-24.5647801;-54.05378289999999;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/minidc-mcr1/;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;0.0;1.0;0.0;1.0;0;0;1;0;0;;12365.0;ok;ok;R. Santa Catarina, 311 - Centro, Mal. Cândido Rondon - PR, 85960-000, Brazil;Marechal Cândido Rondon;PR;Brazil;85960-000;OK
NextStream Tamboré;NextStream;-23.4641876;-46.8588568;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/nabiax-tambore/;6.1;6.1;4600.0;4600.0;2012.0;;;;;;;;3.0;3.0;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;Av. Marcos Penteado de Ulhôa Rodrigues, 1460 - Res. Tambore III, Santana de Parnaíba - SP, 06543-001, Brazil;Santana de Parnaíba;SP;Brazil;06543-001;OK
NextStream Curitiba;NextStream;-25.49543025558597;-49.32874498873221;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/curitiba/nextstream-curitiba/;0.7;0.7;582.0;582.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;Rua Senador Accioly Filho, 2200 - Cidade Industrial de Curitiba, Curitiba - PR, 81350-200, Brazil;Curitiba;PR;Brazil;81350-200;OK
NICNET - Cravinhos - Data Center;Nicnet Telecom Ltda;-21.3374876;-47.7344121;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/cravinhos/nicnet-cravinhos-data-center/;;;;;2025.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;R. Cesário Motta, 231, Cravinhos - SP, 14140-000, Brazil;Cravinhos;SP;Brazil;14140-000;OK
NUV Datacenter - NUV1;NUV Datacenter;-20.2226002;-40.2710429;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/vitoria/nuv-datacenter-nuv1/;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;1.0;0.0;0.0;1.0;;;0.0;0.0;0.0;0;0;12;0;0;NUV1;12556.0;ok;ok;em cima Madeireira Rondônia - Rua Fioravanet Cassini, 28 - 2º andar - Diamantina, Serra - ES, 29160-855, Brazil;Serra;ES;Brazil;29160-855;OK
NUV Datacenter - NUV2;NUV Datacenter;-20.3137649;-40.2941776;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/vitoria/nuv-datacenter-nuv2/;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;1.0;0.0;0.0;1.0;;;0.0;0.0;0.0;0;0;6;0;0;NUV2;12557.0;ok;ok;R. Prof. Almeida Cousin, 125 - Enseada do Suá, Vitória - ES, 29050-565, Brazil;Vitória;ES;Brazil;29050-565;OK
NWI Datacenter Brasília SIG;NWI;-15.79208893311143;-47.91015569951395;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/brasilia/nwi-brasilia/;;;;;;;;;;;;;4.0;;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;0.0;1.0;;;0.0;1.0;1.0;0;0;2;1;0;;7230.0;ok;ok;SIG Quadra 1, 715 - Sudoeste/Octogonal, Brasília - DF, 70610-410, Brazil;Brasília;DF;Brazil;70610-410;OK
ODATA SP02 DC1;ODATA, an Aligned Data Centers Company;-22.900571;-47.19466;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/odata-sp02-dc1/;;;;;2020.0;Purpose-built;;;;;;;;;1.0;1.0;1.0;;1.0;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;R. José Blumer, 150 - Chácaras Assay, Hortolândia - SP, 13186-510, Brazil;Hortolândia;SP;Brazil;13186-510;OK
ODATA SP02 DC2;ODATA, an Aligned Data Centers Company;-22.90168622626165;-47.19386399262817;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/odata-sp02-dc2/;;;;;2025.0;Purpose-built;;;;;;;;;1.0;1.0;1.0;;1.0;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;Estr. Antônio Carlos Martins, 355 - Chácaras Assay, Hortolândia - SP, 13186-521, Brazil;Hortolândia;SP;Brazil;13186-521;OK
ODATA SP04;ODATA, an Aligned Data Centers Company;-23.48330711230518;-46.77617843757606;1;2;Facility;Colocation;AI-Ready;https://www.datacentermap.com/brazil/sao-paulo/odata-sp04/;48.0;48.0;27422.0;27422.0;2025.0;Purpose-built;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;0;1;0;SP-04;;ok;ok;R. Herman, 2 - Industrial Anhangüera, Osasco - SP, 06276-030, Brazil;Osasco;SP;Brazil;06276-030;OK
Parks Data Center Cachoeirinha;Parks S/A Comunicações Digitais;-29.93029341315945;-51.10729266012558;1;1;Facility;Colocation;;https://www.datacentermap.com/brazil/porto-alegre/parks-data-center-cachoeirinha/;5.0;5.0;;;2026.0;Purpose-built;Sole-tenant;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;Av. Cruzeiro, 530 - Distrito Industrial, Cachoeirinha - RS, 94930-615, Brazil;Cachoeirinha;RS;Brazil;94930-615;OK
Piauí Link Data Center;ETIPI - PI;-5.106522106753856;-42.81234212673621;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/teresina/piau-link-data-center/;;;;;;;;;;1.0;1.0;;3.0;;;;;;;;;;;;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;;;ok;ok;Av. Pedro Freitas, 1554 - Vermelha, Teresina - PI, 64018-000, Brazil;Teresina;PI;Brazil;64018-000;OK
PIX G8 Aracaju;Megatelecom;-10.9162733;-37.0493841;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/aracaju/pix-g8-aracaju/;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;;0.0;0.0;0.0;0;0;1;0;0;;5422.0;ok;ok;R. Pacatuba, 254 - Centro, Aracaju - SE, 49010-150, Brazil;Aracaju;SE;Brazil;49010-150;OK
PIX G8 Brasilia;Megatelecom;-15.7866473;-47.8905467;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/brasilia/pix-g8-brasilia/;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;;0.0;0.0;0.0;0;0;16;1;0;;11663.0;ok;ok;SCN Q. 6, 14 - Asa Norte, Brasília - DF, 70716-000, Brazil;Brasília;DF;Brazil;70716-000;OK
PIX G8 Goiania;Megatelecom;-16.714315;-49.26494839999999;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/goiania/pix-g8-goiania/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;15;0;0;;2223.0;bloqueado;ok;Av. T-63, 3182 - St. Bueno, Goiânia - GO, 74250-320, Brazil;Goiânia;GO;Brazil;74250-320;OK
PIX G8 Manaus;Megatelecom;-3.1153562;-60.01181150000001;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/manaus/pix-g8-manaus/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;2;0;0;;12214.0;bloqueado;ok;Rod. Álvaro Maia, 2357 - Adrianópolis, Manaus - AM, 69057-035, Brazil;Manaus;AM;Brazil;69057-035;OK
PIX G8 Sao Paulo;Megatelecom;-23.6070262;-46.6944171;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/pix-g8-sao-paulo/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;19;0;0;;1099.0;bloqueado;ok;R. Flórida, 1738 - Conj 121A - Cidade Monções, São Paulo - SP, 04565-001, Brazil;São Paulo;SP;Brazil;04565-001;OK
ProveNET IDC;ProveNET Internet Services LTDA;-3.7356148;-38.466709;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/fortaleza/provenet-idc/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;13;0;0;;6563.0;bloqueado;ok;Rua Isaías Domingos da Silveira, 215 - Sala 01 - De Lourdes, Fortaleza - CE, 60177-180, Brazil;Fortaleza;CE;Brazil;60177-180;OK
QNAX Data Center;QNAX Data Center;-23.5042049;-46.6803806;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/qnax-data-center/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;0;0;SP1;5873.0;bloqueado;ok;Av. Nossa Senhora do Ó, 865 - 1813 - Limão, São Paulo - SP, 02715-000, Brazil;São Paulo;SP;Brazil;02715-000;OK
Quântico Data Center;Quântico Data Center;-29.9040072;-51.1283808;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/porto-alegre/quantico-canoas/;50.0;50.0;73000.0;73000.0;2021.0;Purpose-built;Sole-tenant;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;R. Eng. Homero Carlos Simon, 1100 - Guajuviras, Canoas - RS, 92442-000, Brazil;Canoas;RS;Brazil;92442-000;OK
Ascenty - Hortolandia HTL1;Ascenty Data Centers;-22.8963861;-47.1784993;1;2;Facility;Colocation;Carrier Neutral;https://www.datacentermap.com/brazil/campinas/r-papa-joao-paulo-ii-4/;10.0;10.0;3995.0;3995.0;2015.0;Retrofitted;;1564.0;N+1;1.0;1.0;1.0;3.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;;0.0;0.0;0.0;0.0;0;0;11;0;0;HTL01;7586.0;ok;ok;R. Papa João Paulo II, 4 - Jardim Santa Izabel, Hortolândia - SP, 13185-252, Brazil;Hortolândia;SP;Brazil;13185-252;OK
